"","Position","Age","League_from","League_to","Season","Market_value","Transfer_fee","Price_diff"
"2406","Centre-Forward",22,"Super League","Bundesliga","2009",4,4.2,0.2
"2407","Centre-Back",20,"Bundesliga","Bundesliga","2009",4,4.2,0.2
"2408","Left Midfield",25," Russia","Premier Liga","2009",3.7,4.2,0.5
"2409","Centre-Forward",24,"Primera División","Bundesliga","2009",2.4,4.2,1.8
"2410","Centre-Forward",21,"Premier League","Premier League","2009",2.8,4.1,1.3
"2411","Attacking Midfield",27,"Serie A"," United Arab Emirates","2009",2.7,4.1,1.4
"2412","Right-Back",26,"Premier League","LaLiga","2009",11,4,-7
"2413","Right Winger",22,"LaLiga","LaLiga","2009",6,4,-2
"2414","Right Midfield",30,"Championship","Premier League","2009",5.7,4,-1.7
"2415","Left Midfield",35,"Primera División","Bundesliga","2009",5,4,-1
"2416","Central Midfield",25,"Liga NOS","Premier Liga","2009",5,4,-1
"2417","Central Midfield",23,"Ligue 1","Ligue 1","2009",5,4,-1
"2418","Central Midfield",22,"LaLiga","LaLiga","2009",5,4,-1
"2419","Right Winger",24,"Premier Liga","Serie A","2009",4.2,4,-0.2
"2420","Left Midfield",28,"Championship","Premier League","2009",4,4,0
"2421","Defensive Midfield",29,"Bundesliga","Eredivisie","2009",3.5,4,0.5
"2422","Centre-Back",25,"Ligue 1","Ligue 1","2009",3,4,1
"2423","Left Winger",22,"Premier League","Super League","2009",3,4,1
"2424","Right Winger",20,"Ligue 1","Premier League","2009",3,4,1
"2425","Centre-Forward",21,"Super League","Ligue 1","2009",3,4,1
"2426","Centre-Back",27,"Ligue 1","Premier League","2009",2.7,4,1.3
"2427","Right Winger",24,"Serie A","Liga NOS","2009",2,4,2
"2428","Centre-Back",21,"Torneo Final","LaLiga","2009",2,4,2
"2429","Right Winger",20," Brazil","Premier Liga","2009",2,4,2
"2430","Centre-Back",23,"Serie A","Premier Liga","2009",1.4,4,2.6
"2431","Left Winger",21," Brazil","Liga MX Clausura","2009",1.3,4,2.7
"2432","Attacking Midfield",20,"Primera División","Eredivisie","2009",1.25,4,2.75
"2433","Centre-Forward",27,"Torneo Final","Serie A","2009",1,4,3
"2434","Centre-Back",20,"Serie A","Jupiler Pro League","2009",0.9,4,3.1
"2435","Centre-Back",24,"Torneo Final","Serie A","2009",0.8,4,3.2
"2436","Centre-Back",22,"Championship","Premier League","2009",0.75,4,3.25
"2437","Centre-Back",22,"Serie A","Serie A","2009",0.4,4,3.6
"2439","Centre-Forward",21,"Super League","Bundesliga","2009",5,3.8,-1.2
"2440","Centre-Back",29,"Premier Liga","Premier League","2009",4.5,3.8,-0.7
"2441","Left Midfield",28,"Premier League","Serie A","2009",6,3.75,-2.25
"2442","Goalkeeper",22,"Premier League","Premier League","2009",1.5,3.75,2.25
"2443","Centre-Back",28,"LaLiga","Serie A","2009",8,3.7,-4.3
"2444","Central Midfield",26,"Ligue 1","Bundesliga","2009",4.5,3.7,-0.8
"2445","Centre-Forward",30,"Süper Lig","Ligue 1","2009",2.7,3.7,1
"2446","Attacking Midfield",23,"LaLiga","Liga NOS","2009",7,3.64,-3.36
"2447","Left Winger",29,"LaLiga","Bundesliga","2009",7,3.6,-3.4
"2448","Attacking Midfield",30,"Torneo Final","Liga MX Clausura","2009",6.2,3.6,-2.6
"2449","Goalkeeper",26,"Serie A","Serie A","2009",2,3.6,1.6
"2450","Attacking Midfield",23,"Primera División"," United Arab Emirates","2009",1.9,3.6,1.7
"2451","Defensive Midfield",30,"Liga NOS","Super League","2009",7,3.5,-3.5
"2452","Left-Back",27,"Ligue 1","Premier League","2009",5.5,3.5,-2
"2453","Defensive Midfield",22,"Premier League","Ligue 1","2009",5.5,3.5,-2
"2454","Attacking Midfield",28,"Liga MX Clausura","Liga MX Clausura","2009",5,3.5,-1.5
"2455","Left-Back",21,"SuperLiga","LaLiga","2009",4.5,3.5,-1
"2456","Right Winger",25,"Serie A","Serie A","2009",4,3.5,-0.5
"2457","Right Midfield",25,"Serie A","Serie A","2009",4,3.5,-0.5
"2458","Right-Back",23,"Serie A","Serie A","2009",4,3.5,-0.5
"2459","Central Midfield",23,"Liga NOS","Ligue 1","2009",3.2,3.5,0.3
"2460","Central Midfield",27,"Premier League","Premier League","2009",3,3.5,0.5
"2461","Goalkeeper",23,"Serie A","Serie A","2009",3,3.5,0.5
"2462","Defensive Midfield",23,"Eliteserien","Ligue 1","2009",3,3.5,0.5
"2463","Defensive Midfield",24,"Liga NOS","Serie A","2009",2.5,3.5,1
"2464","Centre-Forward",24,"Eredivisie","Eredivisie","2009",2.5,3.5,1
"2465","Central Midfield",29,"Premier League","Premier League","2009",2.2,3.5,1.3
"2466","Centre-Forward",23,"Serie A","Serie A","2009",2,3.5,1.5
"2467","Central Midfield",23,"Premier League","Premier League","2009",2,3.5,1.5
"2468","Centre-Forward",20,"Premier League","Championship","2009",1.2,3.5,2.3
"2469","Right Winger",23,"Primera División","Serie A","2009",0.8,3.5,2.7
"2471","Centre-Forward",22,"LaLiga","LaLiga2","2009",3,3.4,0.4
"2472","Left Winger",23,"Premier Liga"," Qatar","2009",1,3.4,2.4
"2473","Central Midfield",24,"LaLiga","Premier League","2009",2.4,3.3,0.9
"2474","Defensive Midfield",22,"Torneo Final","Liga NOS","2009",2.2,3.3,1.1
"2475","Centre-Forward",23,"Serie A","Serie A","2009",2,3.3,1.3
"2476","Centre-Forward",26,"Premier League","Premier League","2010",50,58.5,8.5
"2477","Centre-Forward",22,"Premier League","Premier League","2010",2.5,41,38.5
"2478","Centre-Forward",28,"LaLiga","LaLiga","2010",45,40,-5
"2479","Centre-Forward",24,"Bundesliga","Premier League","2010",30,37,7
"2480","Right Winger",22,"Liga NOS","LaLiga","2010",9.5,33,23.5
"2481","Central Midfield",27,"LaLiga","Premier League","2010",18,30,12
"2482","Centre-Forward",20,"Serie A","Premier League","2010",26,29.5,3.5
"2483","Attacking Midfield",24,"LaLiga","Premier League","2010",32,28.75,-3.25
"2484","Centre-Forward",24,"Eredivisie","Premier League","2010",25,26.5,1.5
"2485","Centre-Back",23,"Liga NOS","Premier League","2010",14,25,11
"2486","Left-Back",24,"Serie A","Premier League","2010",9,23.86,14.86
"2487","Attacking Midfield",24,"Ligue 1","Ligue 1","2010",22.5,22,-0.5
"2488","Central Midfield",24,"Premier League","Premier League","2010",20,22,2
"2489","Centre-Back",28,"Liga NOS","Premier Liga","2010",18,22,4
"2490","Central Midfield",23,"Liga NOS","Premier League","2010",14,22,8
"2491","Centre-Forward",26,"Premier League","Premier League","2010",18,21.5,3.5
"2492","Defensive Midfield",26,"Premier League","LaLiga","2010",26,20,-6
"2493","Attacking Midfield",23,"Bundesliga","Premier Liga","2010",14.5,20,5.5
"2494","Centre-Back",22,"Serie A","Serie A","2010",10,18.5,8.5
"2495","Attacking Midfield",21,"Bundesliga","LaLiga","2010",27,18,-9
"2496","Centre-Forward",26,"Serie A","Serie A","2010",19,18,-1
"2497","Left Winger",26,"Premier League","Serie A","2010",15,18,3
"2498","Defensive Midfield",23,"Bundesliga","Bundesliga","2010",6.5,17,10.5
"2499","Centre-Forward",24,"Ligue 1","Ligue 1","2010",14.5,16,1.5
"2500","Centre-Forward",24,"Ligue 1","Premier League","2010",11,16,5
"2501","Attacking Midfield",25,"Serie A","Bundesliga","2010",24,15.5,-8.5
"2502","Centre-Forward",23,"Ligue 1","Ligue 1","2010",12,15.5,3.5
"2503","Centre-Back",23,"Serie A","Serie A","2010",8,15.5,7.5
"2504","Central Midfield",25,"Premier Liga","Serie A","2010",15,15,0
"2505","Centre-Back",23,"LaLiga","Premier Liga","2010",8,15,7
"2506","Central Midfield",23,"Bundesliga","LaLiga","2010",18,14,-4
"2507","Centre-Forward",27,"Serie A","Bundesliga","2010",13,14,1
"2508","Attacking Midfield",25,"Serie A","Serie A","2010",9,13.5,4.5
"2509","Central Midfield",27,"Liga NOS","Premier League","2010",11,13,2
"2510","Centre-Back",21,"Bundesliga","Premier League","2010",15,12.5,-2.5
"2511","Centre-Back",24,"Ligue 1","Premier League","2010",5,12.5,7.5
"2512","Centre-Back",21,"Serie A","Bundesliga","2010",12,12,0
"2513","Centre-Forward",25,"Premier Liga","Premier Liga","2010",10,12,2
"2514","Left-Back",24,"LaLiga","LaLiga","2010",10,12,2
"2515","Right Winger",27,"Serie A","Serie A","2010",8,12,4
"2516","Right Winger",24,"Premiership","Premier Liga","2010",8,12,4
"2517","Central Midfield",23,"Liga NOS","Liga NOS","2010",14.5,11,-3.5
"2518","Attacking Midfield",24,"LaLiga","Bundesliga","2010",13,11,-2
"2519","Centre-Forward",22,"Super League","Premier Liga","2010",8,11,3
"2520","Attacking Midfield",20,"Serie A","Premier Liga","2010",8,11,3
"2521","Attacking Midfield",27,"LaLiga","Premier League","2010",15,10.5,-4.5
"2522","Centre-Forward",25,"LaLiga","LaLiga","2010",10,10,0
"2523","Defensive Midfield",21,"Serie A","Premier League","2010",9,10,1
"2524","Right Winger",23,"LaLiga","LaLiga","2010",8,10,2
"2525","Defensive Midfield",22,"Serie A","Premier Liga","2010",6.5,10,3.5
"2526","Centre-Back",26,"LaLiga","Premier Liga","2010",6,10,4
"2527","Attacking Midfield",24,"Premier League","Premier League","2010",13,9.7,-3.3
"2528","Centre-Forward",25,"Premier League","Premier League","2010",10,9.7,-0.300000000000001
"2529","Left-Back",25,"LaLiga","LaLiga","2010",20,9.5,-10.5
"2530","Centre-Back",23,"Serie A","Premier Liga","2010",6.5,9.5,3
"2531","Right Winger",23,"Premier League","Premier Liga","2010",5.5,9.5,4
"2532","Defensive Midfield",24,"Liga NOS","Serie A","2010",11.5,9,-2.5
"2533","Centre-Forward",30,"Ligue 1","Süper Lig","2010",11,9,-2
"2534","Centre-Forward",25,"Bundesliga","Premier Liga","2010",10.5,9,-1.5
"2535","Left Winger",20,"Liga NOS","Premier League","2010",0.1,8.8,8.7
"2536","Attacking Midfield",22,"Torneo Final","Premier Liga","2010",4,8.7,4.7
"2537","Attacking Midfield",28,"Bundesliga","Süper Lig","2010",14.5,8.5,-6
"2538","Centre-Forward",28,"Serie A","Serie A","2010",10,8.5,-1.5
"2539","Centre-Back",21,"LaLiga","Serie A","2010",4,8.5,4.5
"2540","Goalkeeper",24,"LaLiga","Liga NOS","2010",2,8.5,6.5
"2541","Left Winger",22,"Torneo Final","Liga NOS","2010",5,8.4,3.4
"2542","Right Winger",28,"Süper Lig"," Qatar","2010",10,8.15,-1.85
"2543","Centre-Forward",19,"Serie A","Premier Liga","2010",4,8.1,4.1
"2544","Centre-Back",32,"Premier League","LaLiga","2010",17.5,8,-9.5
"2545","Right-Back",24,"Bundesliga","Serie A","2010",12,8,-4
"2546","Centre-Back",24,"LaLiga","LaLiga","2010",12,8,-4
"2547","Attacking Midfield",26,"Premier Liga","Premier Liga","2010",10,8,-2
"2548","Attacking Midfield",26,"Jupiler Pro League","Premier Liga","2010",9,8,-1
"2549","Centre-Back",29,"Serie A","Serie A","2010",7,8,1
"2550","Centre-Forward",25,"Ligue 1"," United Arab Emirates","2010",6,8,2
"2551","Centre-Back",20,"Premier League","Premier League","2010",2,8,6
"2552","Centre-Forward",30,"LaLiga","Serie A","2010",8,7.6,-0.4
"2553","Centre-Back",26,"Bundesliga","Bundesliga","2010",9,7.5,-1.5
"2554","Central Midfield",23,"Serie A","Bundesliga","2010",6,7.5,1.5
"2555","Centre-Forward",22,"Liga MX Clausura","Premier League","2010",6,7.5,1.5
"2556","Attacking Midfield",18,"Torneo Final","Liga NOS","2010",2.5,7.35,4.85
"2557","Right Winger",26,"Serie A","Süper Lig","2010",12,7.3,-4.7
"2558","Centre-Forward",27,"Premier League","Premier Liga","2010",10.5,7.2,-3.3
"2559","Centre-Forward",23,"Championship","Premier League","2010",4.5,7.2,2.7
"2560","Right Winger",30,"Premier League","Premier League","2010",10.5,7,-3.5
"2561","Attacking Midfield",26,"Ligue 1","Premier League","2010",8.5,7,-1.5
"2562","Centre-Forward",29,"LaLiga","Premier League","2010",8,7,-1
"2563","Centre-Forward",24,"Jupiler Pro League","Ligue 1","2010",8,7,-1
"2564","Right Winger",22,"Serie A","Serie A","2010",7.5,7,-0.5
"2565","Left Winger",24,"1.HNL","Bundesliga","2010",7.5,7,-0.5
"2566","Central Midfield",25,"Serie A","LaLiga","2010",7,7,0
"2567","Left Winger",24,"Premier League","Bundesliga","2010",6.5,7,0.5
"2568","Central Midfield",24,"Serie B","Serie A","2010",5,7,2
"2569","Centre-Forward",27,"Bundesliga","Eredivisie","2010",4.5,7,2.5
"2570","Centre-Back",27,"Serie A","Premier Liga","2010",3.8,7,3.2
"2571","Left-Back",23,"Serie A","Serie A","2010",3.5,7,3.5
"2572","Centre-Forward",22,"Premier Liga","Premier Liga","2010",3,7,4
"2573","Goalkeeper",27,"Premier League","Premier League","2010",3,7,4
"2574","Right-Back",21,"Serie A","Serie A","2010",1.5,7,5.5
"2575","Centre-Back",30,"LaLiga","Premier League","2010",8,6.5,-1.5
"2576","Right Winger",23,"Ligue 1","Süper Lig","2010",6.5,6.5,0
"2577","Central Midfield",25,"Ligue 1","LaLiga","2010",6.4,6.5,0.0999999999999996
"2578","Centre-Forward",26,"Ligue 1","Ligue 1","2010",4,6.5,2.5
"2579","Centre-Forward",19,"Primavera B","Serie A","2010",1,6.5,5.5
"2580","Centre-Back",25,"Serie A","Serie A","2010",6.5,6.3,-0.2
"2581","Left Winger",22,"Serie A","Premier Liga","2010",1.2,6.3,5.1
"2582","Defensive Midfield",27,"Ligue 1","Premier League","2010",7.5,6.2,-1.3
"2583","Left Winger",21,"Eredivisie","Bundesliga","2010",6.5,6.2,-0.3
"2584","Left Winger",28,"Premier League","Super League","2010",14,6,-8
"2585","Attacking Midfield",29,"Premier Liga","Serie A","2010",8,6,-2
"2586","Centre-Forward",24,"Ligue 1","Ligue 1","2010",7.8,6,-1.8
"2587","Central Midfield",23,"Eredivisie","Premier League","2010",7.5,6,-1.5
"2588","Left Winger",26,"Serie A","Serie A","2010",7,6,-1
"2589","Attacking Midfield",23,"Ligue 1","Premier League","2010",7,6,-1
"2590","Right-Back",20,"LaLiga","Ligue 1","2010",7,6,-1
"2591","Right-Back",26,"LaLiga","Serie A","2010",6,6,0
"2592","Attacking Midfield",19,"LaLiga","LaLiga","2010",6,6,0
"2593","Centre-Forward",20,"Serie A","Liga NOS","2010",5,6,1
"2594","Second Striker",22,"Premier Liga","Serie A","2010",4.8,6,1.2
"2595","Centre-Forward",20,"Liga 1","Premier Liga","2010",4,6,2
"2596","Attacking Midfield",26," United Arab Emirates","Serie A","2010",3,6,3
"2599","Attacking Midfield",21,"Premier Liga","Premier Liga","2010",4,5.85,1.85
"2600","Central Midfield",23,"Championship","Serie A","2010",4,5.7,1.7
"2601","Defensive Midfield",23,"2.Bundesliga","Bundesliga","2010",8.5,5.5,-3
"2602","Defensive Midfield",24,"Süper Lig","LaLiga","2010",7.5,5.5,-2
"2603","Central Midfield",24,"Serie B","LaLiga","2010",5.5,5.5,0
"2604","Left Winger",20,"Premier League","Süper Lig","2010",4.5,5.5,1
"2605","Centre-Forward",21,"Torneo Final","Liga NOS","2010",2.2,5.5,3.3
"2606","Defensive Midfield",30,"Serie A","Premier League","2010",5.5,5.48,-0.0199999999999996
"2607","Right Winger",21,"Super League","Premier Liga","2010",4.5,5.3,0.8
"2608","Attacking Midfield",20,"Championship","Bundesliga","2010",5,5.2,0.2
"2609","Centre-Forward",24,"Serie B","Serie A","2010",3,5.2,2.2
"2610","Centre-Forward",26,"Serie B","Serie A","2010",2.5,5.1,2.6
"2611","Attacking Midfield",29,"Ligue 1","Ligue 1","2010",10,5,-5
"2612","Centre-Forward",26,"Bundesliga","Bundesliga","2010",8.5,5,-3.5
"2613","Centre-Forward",25,"Eredivisie","Eredivisie","2010",7.5,5,-2.5
"2614","Attacking Midfield",25,"1.HNL","Premier Liga","2010",6.5,5,-1.5
"2615","Centre-Back",25,"LaLiga","LaLiga","2010",6,5,-1
"2616","Centre-Forward",25,"Bundesliga"," United Arab Emirates","2010",5.5,5,-0.5
"2617","Centre-Forward",25,"Serie A","Premier Liga","2010",4.5,5,0.5
"2618","Centre-Forward",23,"Liga 1","Süper Lig","2010",3.7,5,1.3
"2619","Right Winger",23,"Ligue 1","Ligue 1","2010",3.6,5,1.4
"2620","Goalkeeper",26,"Eliteserien","Premier League","2010",3.2,5,1.8
"2621","Centre-Back",23,"LaLiga","Serie A","2010",3,5,2
"2622","Centre-Forward",21,"Torneo Final","Premier Liga","2010",3,5,2
"2623","Centre-Back",19,"Torneo Final","Serie A","2010",1.5,5,3.5
"2624","Second Striker",31,"Premier Liga","Premier Liga","2010",1,5,4
"2625","Centre-Forward",25,"Serie B","Serie A","2010",0.4,5,4.6
"2626","Centre-Forward",24,"Bundesliga","Premiership","2010",2.5,4.9,2.4
"2627","Right Winger",23,"Liga MX Clausura","Premier League","2010",3.5,4.8,1.3
"2628","Left-Back",26,"Liga MX Clausura","Premier League","2010",2.5,4.8,2.3
"2629","Centre-Forward",21,"Ekstraklasa","Bundesliga","2010",4.5,4.75,0.25
"2630","Second Striker",21,"Serie A","Serie B","2010",4,4.7,0.7
"2631","Centre-Forward",24,"Serie A","LaLiga","2010",4,4.6,0.6
"2632","Centre-Back",26,"Premier League","Süper Lig","2010",12,4.5,-7.5
"2633","Central Midfield",28,"Serie A","Serie A","2010",10,4.5,-5.5
"2634","Attacking Midfield",28,"Süper Lig","Premier Liga","2010",9,4.5,-4.5
"2635","Second Striker",24,"Serie A","Serie A","2010",8,4.5,-3.5
"2636","Goalkeeper",27,"Liga NOS","Serie A","2010",7.8,4.5,-3.3
"2637","Left Winger",29,"Premier League","Bundesliga","2010",6.5,4.5,-2
"2638","Right Winger",27,"Ligue 1","Ligue 1","2010",5,4.5,-0.5
"2639","Centre-Back",22,"Serie A","Serie A","2010",5,4.5,-0.5
"2640","Goalkeeper",33,"Serie A","Serie A","2010",1.5,4.5,3
"2641","Centre-Back",24," Brazil","Liga NOS","2010",0.2,4.48,4.28
"2642","Centre-Forward",30,"Serie B","Serie A","2010",4.5,4.4,-0.0999999999999996
"2643","Centre-Forward",21,"Serie A","Serie A","2010",4.8,4.35,-0.45
"2644","Centre-Forward",29,"LaLiga","LaLiga","2010",7,4.3,-2.7
"2645","Centre-Forward",29,"J1 League"," Qatar","2010",1,4.3,3.3
"2646","Defensive Midfield",24,"Eredivisie","Premier League","2010",3.5,4.28,0.78
"2647","Right-Back",25,"LaLiga","LaLiga","2010",6,4.25,-1.75
"2648","Right Winger",17,"Torneo Final","Liga NOS","2010",0.1,4.25,4.15
"2649","Right Winger",22,"Serie A","Serie A","2010",7.5,4.2,-3.3
"2650","Centre-Forward",24,"Premier Liga","Süper Lig","2010",6,4.2,-1.8
"2651","Left-Back",28,"Championship"," Qatar","2010",5.5,4.2,-1.3
"2652","Second Striker",23,"Serie B","Serie A","2010",3,4.2,1.2
"2653","Centre-Back",22,"Superligaen","Premier League","2010",1.5,4.2,2.7
"2654","Centre-Forward",19,"Primera División","Serie A","2010",0.3,4.2,3.9
"2655","Right-Back",29,"Ligue 1","Ligue 1","2010",7.5,4,-3.5
"2656","Defensive Midfield",25,"Serie A","Serie A","2010",5.5,4,-1.5
"2657","Centre-Back",23,"Ligue 1","Ligue 1","2010",5,4,-1
"2658","Left-Back",23,"Premier Liga","Premier Liga","2010",5,4,-1
"2659","Centre-Back",22,"Torneo Final","Liga NOS","2010",5,4,-1
"2660","Centre-Forward",27,"Jupiler Pro League","Bundesliga","2010",4.5,4,-0.5
"2661","Right-Back",23,"Premier Liga","Premier Liga","2010",4.5,4,-0.5
"2662","Left Winger",24,"Bundesliga","Serie A","2010",4.5,4,-0.5
"2663","Centre-Back",25,"Premier League","Premier League","2010",4.5,4,-0.5
"2664","Centre-Forward",26,"LaLiga","Jupiler Pro League","2010",4,4,0
"2665","Left-Back",29,"Premier League","Premier League","2010",3.5,4,0.5
"2666","Right-Back",26,"Eredivisie","Premier League","2010",3.5,4,0.5
"2667","Centre-Forward",25,"SuperLiga","Super League","2010",3.5,4,0.5
"2668","Attacking Midfield",22,"Torneo Final","Premier League","2010",3.5,4,0.5
"2669","Right Winger",23,"Serie A","Serie A","2010",3.5,4,0.5
"2670","Left-Back",23,"1.HNL","Premier Liga","2010",3,4,1
"2671","Centre-Forward",22,"HET Liga","Eredivisie","2010",2.5,4,1.5
"2672","Central Midfield",23,"HET Liga","Serie A","2010",2.3,4,1.7
"2673","Defensive Midfield",20,"Bundesliga","Bundesliga","2010",1.5,4,2.5
"2674","Left-Back",21,"LaLiga","Serie A","2010",0.8,4,3.2
"2675","Right Winger",18,"Serie A","Premier League","2010",0.8,4,3.2
"2676","Central Midfield",17,"Primavera B","Primavera B","2010",0.3,4,3.7
"2679","Left-Back",26,"Serie A","Bundesliga","2010",5,3.9,-1.1
"2680","Left Winger",32,"Liga MX Clausura","Liga MX Clausura","2010",2.3,3.9,1.6
"2681","Centre-Back",23,"Ekstraklasa","Eredivisie","2010",3.2,3.8,0.6
"2682","Centre-Back",22,"HET Liga","Premier Liga","2010",2.5,3.8,1.3
"2683","Centre-Back",21,"Serie A","Serie A","2010",1.3,3.8,2.5
"2684","Centre-Forward",23,"Serie B","Serie B","2010",1.1,3.8,2.7
"2685","Central Midfield",25,"Süper Lig","Süper Lig","2010",3,3.75,0.75
"2686","Centre-Forward",25,"Torneo Final","Premier League","2010",7.5,3.7,-3.8
"2687","Left Winger",28,"Premier League","Premier League","2010",9.5,3.6,-5.9
"2688","Left Midfield",28,"Championship","Premier League","2010",5,3.6,-1.4
"2689","Attacking Midfield",27," Brazil","Premier Liga","2010",4,3.6,-0.4
"2690","Attacking Midfield",20,"Torneo Final","Premier Liga","2010",4,3.6,-0.4
"2691","Second Striker",25,"Torneo Final","LaLiga","2010",2.5,3.6,1.1
"2692","Centre-Back",23,"Championship","Premier League","2010",2.5,3.6,1.1
"2693","Attacking Midfield",25,"Premier Liga","Süper Lig","2010",2,3.6,1.6
"2694","Centre-Forward",20,"Premier League","Championship","2010",0.9,3.6,2.7
"2695","Right Winger",23,"Liga MX Clausura","Liga MX Clausura","2010",5,3.5,-1.5
"2696","Left-Back",27,"Premier League","Jupiler Pro League","2010",4.5,3.5,-1
"2697","Right Winger",22,"Eredivisie","Eredivisie","2010",4.5,3.5,-1
"2698","Right Winger",28,"Ligue 1"," Qatar","2010",4,3.5,-0.5
"2699","Centre-Forward",26,"Bundesliga","LaLiga","2010",4,3.5,-0.5
"2700","Right Winger",22,"Allsvenskan","Eredivisie","2010",3,3.5,0.5
"2701","Centre-Back",24,"3.Liga","Bundesliga","2010",3,3.5,0.5
