"","Name","Position","Age","Team_from","League_from","Team_to","League_to","Season","Market_value","Transfer_fee","Price_diff","League_type_from","League_type_to"
"3893","Stewart Downing","Left Midfield",31,"West Ham","Premier League","Middlesbrough","Championship","2015",6,7.9,1.9,"Big5","Big5 B"
"3894","Simon Kj?r","Centre-Back",26,"LOSC Lille","Ligue 1","Fenerbahce","Süper Lig","2015",8,7.65,-0.35,"Big5","Europe"
"3895","Lucas Ocampos","Left Winger",20,"Monaco","Ligue 1","Marseille","Ligue 1","2015",6.5,7.5,1,"Big5","Big5"
"3896","Jonathan Tah","Centre-Back",19,"Hamburger SV","Bundesliga","Bay. Leverkusen","Bundesliga","2015",6,7.5,1.5,"Big5","Big5"
"3897","Cédric Bakambu","Centre-Forward",24,"Bursaspor","Süper Lig","Villarreal CF","LaLiga","2015",5.5,7.5,2,"Europe","Big5"
"3898","Robert Beric","Centre-Forward",24,"Rapid Vienna","Bundesliga","Saint-étienne","Ligue 1","2015",3,7.5,4.5,"Big5","Big5"
"3899","Jozo Simunovic","Centre-Back",21,"Dinamo Zagreb","1.HNL","Celtic","Premiership","2015",2,7.5,5.5,"Europe","Europe"
"3900","Carlos Pe?a","Central Midfield",25,"León","Liga MX","Chivas","Liga MX","2015",3,7.3,4.3,"Americas","Americas"
"3901","Jucilei","Defensive Midfield",27,"Al-Jazira","UAE Gulf League","SD Luneng","China Super League","2015",7,7.2,0.2,"Asia Africa","Asia Africa"
"3902","Jonathas","Centre-Forward",26,"Elche CF","LaLiga2","Real Sociedad","LaLiga","2015",6,7.2,1.2,"Big5 B","Big5"
"3903","Patrick Roberts","Right Winger",18,"Fulham","Championship","Man City","Premier League","2015",2.5,7.2,4.7,"Big5 B","Big5"
"3904","Haifeng Ding","Left-Back",24,"Liaoning FC","China Super League","HB CFFC","China Super League","2015",0.225,7.1,6.875,"Asia Africa","Asia Africa"
"3905","Chao Gu","Goalkeeper",26,"ZJ Greentown","China Super League","JS Suning","China Super League","2015",0.125,7.05,6.925,"Asia Africa","Asia Africa"
"3906","Cédric Soares","Right-Back",23,"Sporting CP","Liga NOS","Southampton","Premier League","2015",9.5,7,-2.5,"Europe","Big5"
"3907","Lima","Centre-Forward",32,"Benfica","Liga NOS","Al-Ahli (UAE)","UAE Gulf League","2015",8,7,-1,"Europe","Asia Africa"
"3908","Iago Falque","Right Winger",26,"Genoa","Serie A","AS Roma","Serie A","2015",8,7,-1,"Big5","Big5"
"3909","G?khan Inler","Defensive Midfield",31,"SSC Napoli","Serie A","Leicester","Premier League","2015",7.5,7,-0.5,"Big5","Big5"
"3910","Ozan Tufan","Defensive Midfield",20,"Bursaspor","Süper Lig","Fenerbahce","Süper Lig","2015",7.5,7,-0.5,"Europe","Europe"
"3911","Jefferson Farfán","Right Winger",30,"FC Schalke 04","Bundesliga","Al-Jazira","UAE Gulf League","2015",7,7,0,"Big5","Asia Africa"
"3912","Juanmi","Right Winger",22,"Málaga CF","LaLiga","Southampton","Premier League","2015",7,7,0,"Big5","Big5"
"3913","Mathew Ryan","Goalkeeper",23,"Club Brugge","Jupiler Pro League","Valencia CF","LaLiga","2015",7,7,0,"Europe","Big5"
"3914","Gastón Pereiro","Attacking Midfield",20,"Nacional","Primera División","PSV Eindhoven","Eredivisie","2015",7,7,0,"Americas","Europe"
"3915","Vlad Chiriches","Centre-Back",25,"Spurs","Premier League","SSC Napoli","Serie A","2015",6,7,1,"Big5","Big5"
"3916","Grégoire Defrel","Centre-Forward",24,"RC Cesena","Serie B","Sassuolo","Serie A","2015",6,7,1,"Big5 B","Big5"
"3917","Ersan Gülüm","Centre-Back",28,"Besiktas","Süper Lig","HB CFFC","China Super League","2015",5,7,2,"Europe","Asia Africa"
"3918","Marko Grujic","Central Midfield",19,"Red Star","SuperLiga","Liverpool","Premier League","2015",3,7,4,"Europe","Big5"
"3919","Oriol Romeu","Defensive Midfield",23,"Chelsea","Premier League","Southampton","Premier League","2015",2.5,7,4.5,"Big5","Big5"
"3920","Yohan Benalouane","Centre-Back",28,"Atalanta","Serie A","Leicester","Premier League","2015",1.3,7,5.7,"Big5","Big5"
"3921","Naif Hazazi","Centre-Forward",26,"Shabab","Professional League","Nasr","Professional League","2015",1,6.8,5.8,"Asia Africa","Asia Africa"
"3922","Jiawei Yang","Right Winger",24,"SH Shenxin","League One","JS Suning","China Super League","2015",0.15,6.75,6.6,"Big5 B","Asia Africa"
"3923","Tom Ince","Right Winger",23,"Hull City","Championship","Derby","Championship","2015",6.5,6.7,0.2,"Big5 B","Big5 B"
"3924","éder","Centre-Forward",27,"Braga","Liga NOS","Swansea","Premier League","2015",6,6.7,0.7,"Europe","Big5"
"3925","Dianzuo Liu","Goalkeeper",25,"GZ R&F","China Super League","GZ Evergrande","China Super League","2015",0.2,6.7,6.5,"Asia Africa","Asia Africa"
"3926","Daniel Amartey","Defensive Midfield",21,"FC Copenhagen","Superligaen","Leicester","Premier League","2015",3,6.6,3.6,"Europe","Big5"
"3927","Luka Jovic","Centre-Forward",18,"Red Star","SuperLiga","Benfica B","Ledman Liga Pro","2015",1.75,6.6,4.85,"Europe","Big5 B"
"3928","Carlos Tévez","Second Striker",31,"Juventus","Serie A","Boca Juniors","Primera División","2015",23,6.5,-16.5,"Big5","Americas"
"3929","Robin van Persie","Centre-Forward",31,"Man Utd","Premier League","Fenerbahce","Süper Lig","2015",15,6.5,-8.5,"Big5","Europe"
"3930","Kyriakos Papadopoulos","Centre-Back",23,"FC Schalke 04","Bundesliga","Bay. Leverkusen","Bundesliga","2015",7.5,6.5,-1,"Big5","Big5"
"3931","Lewis Holtby","Attacking Midfield",24,"Spurs","Premier League","Hamburger SV","Bundesliga","2015",4,6.5,2.5,"Big5","Big5"
"3932","Zé Luís","Centre-Forward",24,"Braga","Liga NOS","Spartak Moscow","Russian Premier Liga","2015",3.5,6.5,3,"Europe","Europe"
"3933","Steven Berghuis","Right Winger",23,"AZ Alkmaar","Eredivisie","Watford","Premier League","2015",3.5,6.5,3,"Europe","Big5"
"3934","Sidnei","Centre-Back",25,"Benfica","Liga NOS","Dep. La Coru?a","LaLiga","2015",3,6.5,3.5,"Europe","Big5"
"3935","Lamine Koné","Centre-Back",27,"FC Lorient","Ligue 1","Sunderland","Premier League","2015",2.5,6.5,4,"Big5","Big5"
"3936","Xuesheng Dong","Centre-Forward",26,"GZ Evergrande","China Super League","HB CFFC","China Super League","2015",0.125,6.5,6.375,"Asia Africa","Asia Africa"
"3937","Giovani dos Santos","Second Striker",26,"Villarreal CF","LaLiga","Los Angeles","MLS","2015",9,6.35,-2.65,"Big5","Americas"
"3938","Ning Jiang","Left Winger",29,"GZ R&F","China Super League","HB CFFC","China Super League","2015",0.2,6.25,6.05,"Asia Africa","Asia Africa"
"3939","Nani","Left Winger",28,"Man Utd","Premier League","Fenerbahce","Süper Lig","2015",15,6,-9,"Big5","Europe"
"3940","Mathieu Valbuena","Left Winger",30,"Dinamo Moscow","Russian Premier Liga","Olympique Lyon","Ligue 1","2015",11.5,6,-5.5,"Europe","Big5"
"3941","Ivelin Popov","Attacking Midfield",27,"Kuban Krasnodar","Russian Premier Liga","Spartak Moscow","Russian Premier Liga","2015",9.5,6,-3.5,"Europe","Europe"
"3942","Franco Di Santo","Centre-Forward",26,"Werder Bremen","Bundesliga","FC Schalke 04","Bundesliga","2015",8.5,6,-2.5,"Big5","Big5"
"3943","Aaron Lennon","Right Winger",28,"Spurs","Premier League","Everton","Premier League","2015",8.5,6,-2.5,"Big5","Big5"
"3944","Pedro Obiang","Central Midfield",23,"Sampdoria","Serie A","West Ham","Premier League","2015",8,6,-2,"Big5","Big5"
"3945","Fabinho","Defensive Midfield",21,"Rio Ave FC","Liga NOS","Monaco","Ligue 1","2015",8,6,-2,"Europe","Big5"
"3946","Kiko Casilla","Goalkeeper",28,"Espanyol","LaLiga","Real Madrid","LaLiga","2015",7.5,6,-1.5,"Big5","Big5"
"3947","Kevin Wimmer","Centre-Back",22,"1. FC K?ln","Bundesliga","Spurs","Premier League","2015",7.5,6,-1.5,"Big5","Big5"
"3948","Stéphane Mbia","Defensive Midfield",29,"Trabzonspor","Süper Lig","HB CFFC","China Super League","2015",6.25,6,-0.25,"Europe","Asia Africa"
"3949","Eduardo Vargas","Centre-Forward",25,"SSC Napoli","Serie A","TSG Hoffenheim","Bundesliga","2015",6,6,0,"Big5","Big5"
"3950","Nemanja Gudelj","Central Midfield",23,"AZ Alkmaar","Eredivisie","AFC Ajax","Eredivisie","2015",6,6,0,"Europe","Europe"
"3951","Gerard Deulofeu","Right Winger",21,"FC Barcelona","LaLiga","Everton","Premier League","2015",6,6,0,"Big5","Big5"
"3952","Claudio Beauvue","Centre-Forward",27,"Guingamp","Ligue 1","Olympique Lyon","Ligue 1","2015",5,6,1,"Big5","Big5"
"3953","Bernard Mensah","Attacking Midfield",20,"Vit. Guimar?es","Liga NOS","Atlético Madrid","LaLiga","2015",4,6,2,"Europe","Big5"
"3954","Iago Aspas","Right Winger",27,"Liverpool","Premier League","Sevilla FC","LaLiga","2015",4,6,2,"Big5","Big5"
"3955","Daniele Baselli","Central Midfield",23,"Atalanta","Serie A","Torino","Serie A","2015",3.8,6,2.2,"Big5","Big5"
"3956","Ga?l Kakuta","Left Winger",24,"Chelsea","Premier League","Sevilla FC","LaLiga","2015",3.5,6,2.5,"Big5","Big5"
"3957","Leandro Paredes","Defensive Midfield",21,"Boca Juniors","Primera División","AS Roma","Serie A","2015",3.5,6,2.5,"Americas","Big5"
"3958","Atinc Nukan","Centre-Back",21,"Besiktas","Süper Lig","RB Leipzig","2.Bundesliga","2015",2.5,6,3.5,"Europe","Big5 B"
"3959","Henri Saivet","Attacking Midfield",25,"G. Bordeaux","Ligue 1","Newcastle","Premier League","2015",2.5,6,3.5,"Big5","Big5"
"3960","David Nugent","Centre-Forward",30,"Leicester","Premier League","Middlesbrough","Championship","2015",2,5.6,3.6,"Big5","Big5 B"
"3961","Ezequiel Lavezzi","Second Striker",30,"Paris SG","Ligue 1","HB CFFC","China Super League","2015",9,5.5,-3.5,"Big5","Asia Africa"
"3962","Paul Pogba","Central Midfield",23,"Juventus","Serie A","Man Utd","Premier League","2016",70,105,35,"Big5","Big5"
"3963","Gonzalo Higuaín","Centre-Forward",28,"SSC Napoli","Serie A","Juventus","Serie A","2016",65,90,25,"Big5","Big5"
"3964","Oscar","Attacking Midfield",25,"Chelsea","Premier League","SIPG","China Super League","2016",35,60,25,"Big5","Asia Africa"
"3965","Hulk","Right Winger",29,"Zenit S-Pb","Russian Premier Liga","SIPG","China Super League","2016",32,55.8,23.8,"Europe","Asia Africa"
"3966","John Stones","Centre-Back",22,"Everton","Premier League","Man City","Premier League","2016",28,55.6,27.6,"Big5","Big5"
"3967","Leroy Sané","Left Winger",20,"FC Schalke 04","Bundesliga","Man City","Premier League","2016",30,50.5,20.5,"Big5","Big5"
"3968","Granit Xhaka","Defensive Midfield",23,"Bor. M'gladbach","Bundesliga","Arsenal","Premier League","2016",25,45,20,"Big5","Big5"
"3969","Henrikh Mkhitaryan","Attacking Midfield",27,"Bor. Dortmund","Bundesliga","Man Utd","Premier League","2016",30,42,12,"Big5","Big5"
"3970","Sadio Mané","Left Winger",24,"Southampton","Premier League","Liverpool","Premier League","2016",20,41.2,21.2,"Big5","Big5"
"3971","Shkodran Mustafi","Centre-Back",24,"Valencia CF","LaLiga","Arsenal","Premier League","2016",20,41,21,"Big5","Big5"
"3972","Jo?o Mário","Attacking Midfield",23,"Sporting CP","Liga NOS","Inter","Serie A","2016",30,40,10,"Europe","Big5"
"3973","Julian Draxler","Central Midfield",23,"VfL Wolfsburg","Bundesliga","Paris SG","Ligue 1","2016",28,40,12,"Big5","Big5"
"3974","Michy Batshuayi","Centre-Forward",22,"Marseille","Ligue 1","Chelsea","Premier League","2016",15,39,24,"Big5","Big5"
"3975","Eric Bailly","Centre-Back",22,"Villarreal CF","LaLiga","Man Utd","Premier League","2016",8,38,30,"Big5","Big5"
"3976","André Gomes","Central Midfield",22,"Valencia CF","LaLiga","FC Barcelona","LaLiga","2016",30,37,7,"Big5","Big5"
"3977","N'Golo Kanté","Defensive Midfield",25,"Leicester","Premier League","Chelsea","Premier League","2016",20,35.8,15.8,"Big5","Big5"
"3978","Mats Hummels","Centre-Back",27,"Bor. Dortmund","Bundesliga","Bayern Munich ","Bundesliga","2016",32,35,3,"Big5","Big5"
"3979","David Luiz","Centre-Back",29,"Paris SG","Ligue 1","Chelsea","Premier League","2016",28,35,7,"Big5","Big5"
"3980","Moussa Sissoko","Central Midfield",27,"Newcastle","Championship","Spurs","Premier League","2016",13,35,22,"Big5 B","Big5"
"3981","Renato Sanches","Central Midfield",18,"Benfica","Liga NOS","Bayern Munich ","Bundesliga","2016",10,35,25,"Europe","Big5"
"3982","Miralem Pjanic","Central Midfield",26,"AS Roma","Serie A","Juventus","Serie A","2016",35,32,-3,"Big5","Big5"
"3983","Gabriel Jesus","Centre-Forward",19,"Palmeiras","Serie A","Man City","Premier League","2016",16,32,16,"Big5","Big5"
"3984","Arkadiusz Milik","Centre-Forward",22,"AFC Ajax","Eredivisie","SSC Napoli","Serie A","2016",12,32,20,"Europe","Big5"
"3985","Christian Benteke","Centre-Forward",25,"Liverpool","Premier League","Crystal Palace","Premier League","2016",27,31.2,4.2,"Big5","Big5"
"3986","Islam Slimani","Centre-Forward",28,"Sporting CP","Liga NOS","Leicester","Premier League","2016",22,30.5,8.5,"Europe","Big5"
"3987","álvaro Morata","Centre-Forward",23,"Juventus","Serie A","Real Madrid","LaLiga","2016",30,30,0,"Big5","Big5"
"3988","Paco Alcácer","Centre-Forward",23,"Valencia CF","LaLiga","FC Barcelona","LaLiga","2016",25,30,5,"Big5","Big5"
"3989","Kévin Gameiro","Centre-Forward",29,"Sevilla FC","LaLiga","Atlético Madrid","LaLiga","2016",20,30,10,"Big5","Big5"
"3990","André Schürrle","Left Winger",25,"VfL Wolfsburg","Bundesliga","Bor. Dortmund","Bundesliga","2016",18,30,12,"Big5","Big5"
"3991","Gon?alo Guedes","Left Winger",20,"Benfica","Liga NOS","Paris SG","Ligue 1","2016",9,30,21,"Europe","Big5"
"3992","Gabriel Barbosa","Second Striker",20,"Santos FC","Serie A","Inter","Serie A","2016",20,29.5,9.5,"Big5","Big5"
"3993","Dimitri Payet","Attacking Midfield",29,"West Ham","Premier League","Marseille","Ligue 1","2016",30,29.3,-0.699999999999999,"Big5","Big5"
"3994","Yannick Bolasie","Left Winger",27,"Crystal Palace","Premier League","Everton","Premier League","2016",14,28.9,14.9,"Big5","Big5"
"3995","Grzegorz Krychowiak","Defensive Midfield",26,"Sevilla FC","LaLiga","Paris SG","Ligue 1","2016",30,27.5,-2.5,"Big5","Big5"
"3996","Georginio Wijnaldum","Central Midfield",25,"Newcastle","Championship","Liverpool","Premier League","2016",20,27.5,7.5,"Big5 B","Big5"
"3997","Ilkay Gündogan","Central Midfield",25,"Bor. Dortmund","Bundesliga","Man City","Premier League","2016",30,27,-3,"Big5","Big5"
"3998","Nico Gaitán","Left Winger",28,"Benfica","Liga NOS","Atlético Madrid","LaLiga","2016",30,25,-5,"Europe","Big5"
"3999","Samuel Umtiti","Centre-Back",22,"Olympique Lyon","Ligue 1","FC Barcelona","LaLiga","2016",15,25,10,"Big5","Big5"
"4000","Jesé","Left Winger",23,"Real Madrid","LaLiga","Paris SG","Ligue 1","2016",14,25,11,"Big5","Big5"
"4001","André Ayew","Left Winger",26,"Swansea","Premier League","West Ham","Premier League","2016",18,24.1,6.1,"Big5","Big5"
"4002","Ezequiel Garay","Centre-Back",29,"Zenit S-Pb","Russian Premier Liga","Valencia CF","LaLiga","2016",20,24,4,"Europe","Big5"
"4003","Naby Ke?ta","Central Midfield",21,"RB Salzburg","Bundesliga","RB Leipzig","Bundesliga","2016",11,24,13,"Big5","Big5"
"4004","Odion Ighalo","Centre-Forward",27,"Watford","Premier League","CC Yatai","China Super League","2016",12,23.3,11.3,"Big5","Asia Africa"
"4005","Marcos Alonso","Left-Back",25,"Fiorentina","Serie A","Chelsea","Premier League","2016",9,23,14,"Big5","Big5"
"4006","Marko Pjaca","Left Winger",21,"Dinamo Zagreb","1.HNL","Juventus","Serie A","2016",8,23,15,"Europe","Big5"
"4007","Morgan Schneiderlin","Defensive Midfield",27,"Man Utd","Premier League","Everton","Premier League","2016",28,22.9,-5.1,"Big5","Big5"
"4008","Breel Embolo","Centre-Forward",19,"FC Basel","Swiss Super League","FC Schalke 04","Bundesliga","2016",20,22.5,2.5,"Europe","Big5"
"4009","Vincent Janssen","Centre-Forward",22,"AZ Alkmaar","Eredivisie","Spurs","Premier League","2016",6,22.1,16.1,"Europe","Big5"
"4010","Mario G?tze","Attacking Midfield",24,"Bayern Munich ","Bundesliga","Bor. Dortmund","Bundesliga","2016",35,22,-13,"Big5","Big5"
"4011","Antonio Candreva","Right Winger",29,"Lazio","Serie A","Inter","Serie A","2016",23,22,-1,"Big5","Big5"
"4012","Chengdong Zhang","Right Winger",27,"BJ Sinobo Guoan","China Super League","HB CFFC","China Super League","2016",0.475,20.44,19.965,"Asia Africa","Asia Africa"
"4013","Axel Witsel","Central Midfield",27,"Zenit S-Pb","Russian Premier Liga","TJ Quanjian","China Super League","2016",20,20,0,"Europe","Asia Africa"
"4014","Kevin Volland","Centre-Forward",23,"TSG Hoffenheim","Bundesliga","Bay. Leverkusen","Bundesliga","2016",17,20,3,"Big5","Big5"
"4015","Didier Ndong","Central Midfield",22,"FC Lorient","Ligue 1","Sunderland","Premier League","2016",5,20,15,"Big5","Big5"
"4016","Ahmed Musa","Centre-Forward",23,"CSKA Moscow","Russian Premier Liga","Leicester","Premier League","2016",18,19.5,1.5,"Europe","Big5"
"4017","Mattia Caldara","Centre-Back",22,"Atalanta","Serie A","Juventus","Serie A","2016",8,19,11,"Big5","Big5"
"4018","Sofiane Boufal","Attacking Midfield",22,"LOSC Lille","Ligue 1","Southampton","Premier League","2016",13,18.7,5.7,"Big5","Big5"
"4019","Joaquín Correa","Left Winger",21,"Sampdoria","Serie A","Sevilla FC","LaLiga","2016",6.5,18.2,11.7,"Big5","Big5"
"4020","Claudio Bravo","Goalkeeper",33,"FC Barcelona","LaLiga","Man City","Premier League","2016",15,18,3,"Big5","Big5"
"4021","Nolito","Left Winger",29,"Celta de Vigo","LaLiga","Man City","Premier League","2016",15,18,3,"Big5","Big5"
"4022","Aleksandar Dragovic","Centre-Back",25,"Dynamo Kyiv","Ukranian Premier Liga","Bay. Leverkusen","Bundesliga","2016",15,18,3,"Europe","Big5"
"4023","Leonardo Pavoletti","Centre-Forward",28,"Genoa","Serie A","SSC Napoli","Serie A","2016",13,18,5,"Big5","Big5"
"4024","Jordon Ibe","Right Winger",20,"Liverpool","Premier League","Bournemouth","Premier League","2016",7,18,11,"Big5","Big5"
"4025","Alexandre Pato","Centre-Forward",27,"Villarreal CF","LaLiga","TJ Quanjian","China Super League","2016",6,18,12,"Big5","Asia Africa"
"4026","Borja Bastón","Centre-Forward",23,"Atlético Madrid","LaLiga","Swansea","Premier League","2016",5,18,13,"Big5","Big5"
"4027","Yuhao Zhao","Defensive Midfield",23,"ZJ Greentown","China Super League","HB CFFC","China Super League","2016",0.1,17.8,17.7,"Asia Africa","Asia Africa"
"4028","Wilfred Ndidi","Defensive Midfield",20,"KRC Genk","Jupiler Pro League","Leicester","Premier League","2016",8,17.6,9.6,"Europe","Big5"
"4029","Manolo Gabbiadini","Centre-Forward",25,"SSC Napoli","Serie A","Southampton","Premier League","2016",15,17,2,"Big5","Big5"
"4030","Franco Vázquez","Attacking Midfield",27,"US Palermo","Serie A","Sevilla FC","LaLiga","2016",15,16.8,1.8,"Big5","Big5"
"4031","Gerson","Right Winger",19,"Fluminense","Serie A","AS Roma","Serie A","2016",6,16.6,10.6,"Big5","Big5"
"4032","Lucas Digne","Left-Back",22,"Paris SG","Ligue 1","FC Barcelona","LaLiga","2016",12,16.5,4.5,"Big5","Big5"
"4033","Memphis Depay","Left Winger",22,"Man Utd","Premier League","Olympique Lyon","Ligue 1","2016",25,16,-9,"Big5","Big5"
"4034","Rafa Silva","Right Winger",23,"Braga","Liga NOS","Benfica","Liga NOS","2016",15,16,1,"Europe","Europe"
"4035","Sime Vrsaljko","Right-Back",24,"Sassuolo","Serie A","Atlético Madrid","LaLiga","2016",13,16,3,"Big5","Big5"
"4036","Andros Townsend","Right Winger",24,"Newcastle","Championship","Crystal Palace","Premier League","2016",9,15.6,6.6,"Big5 B","Big5"
"4037","Joe Allen","Central Midfield",26,"Liverpool","Premier League","Stoke City","Premier League","2016",8,15.5,7.5,"Big5","Big5"
"4038","Nampalys Mendy","Defensive Midfield",24,"OGC Nice","Ligue 1","Leicester","Premier League","2016",7.5,15.5,8,"Big5","Big5"
"4039","Ryan Mason","Central Midfield",25,"Spurs","Premier League","Hull City","Premier League","2016",7.5,15.4,7.9,"Big5","Big5"
"4040","Graziano Pellè","Centre-Forward",31,"Southampton","Premier League","SD Luneng","China Super League","2016",11,15.25,4.25,"Big5","Asia Africa"
"4041","Nacer Chadli","Left Winger",27,"Spurs","Premier League","West Brom","Premier League","2016",13,15.2,2.2,"Big5","Big5"
"4042","Oliver Burke","Right Winger",19,"Nottm Forest","Championship","RB Leipzig","Bundesliga","2016",0.25,15.2,14.95,"Big5 B","Big5"
"4043","Robbie Brady","Left Midfield",25,"Norwich","Championship","Burnley","Premier League","2016",8,15.1,7.1,"Big5 B","Big5"
"4044","Luka Milivojevic","Defensive Midfield",25,"Olympiacos","Greece Super League","Crystal Palace","Premier League","2016",8,15.1,7.1,"Europe","Big5"
"4045","Mohamed Salah","Right Winger",24,"Chelsea","Premier League","AS Roma","Serie A","2016",20,15,-5,"Big5","Big5"
"4046","Christoph Kramer","Defensive Midfield",25,"Bay. Leverkusen","Bundesliga","Bor. M'gladbach","Bundesliga","2016",12,15,3,"Big5","Big5"
"4047","Ousmane Dembélé","Right Winger",19,"Stade Rennais","Ligue 1","Bor. Dortmund","Bundesliga","2016",12,15,3,"Big5","Big5"
"4048","Jonatan Soriano","Centre-Forward",31,"RB Salzburg","Bundesliga","BJ Sinobo Guoan","China Super League","2016",6,15,9,"Big5","Asia Africa"
"4049","Pierre-Emile H?jbjerg","Central Midfield",20,"Bayern Munich ","Bundesliga","Southampton","Premier League","2016",6,15,9,"Big5","Big5"
"4050","Djibril Sidibé","Right-Back",23,"LOSC Lille","Ligue 1","Monaco","Ligue 1","2016",4,15,11,"Big5","Big5"
"4051","Isaac Success","Left Winger",20,"Granada CF","LaLiga","Watford","Premier League","2016",3,15,12,"Big5","Big5"
"4052","Hélder Costa","Right Winger",23,"Benfica","Liga NOS","Wolves","Championship","2016",3,15,12,"Europe","Big5 B"
"4053","Rodolfo Pizarro","Attacking Midfield",22,"CF Pachuca","Liga MX","Chivas","Liga MX","2016",5,14.75,9.75,"Americas","Americas"
"4054","Amadou Diawara","Defensive Midfield",19,"Bologna","Serie A","SSC Napoli","Serie A","2016",11,14.5,3.5,"Big5","Big5"
"4055","Victor Wanyama","Defensive Midfield",25,"Southampton","Premier League","Spurs","Premier League","2016",15,14.4,-0.6,"Big5","Big5"
"4056","Ross McCormack","Second Striker",29,"Fulham","Championship","Aston Villa","Championship","2016",8,14.3,6.3,"Big5 B","Big5 B"
"4057","Lucas Pérez","Centre-Forward",27,"Dep. La Coru?a","LaLiga","Arsenal","Premier League","2016",12,14,2,"Big5","Big5"
"4058","Piotr Zielinski","Central Midfield",22,"Udinese Calcio","Serie A","SSC Napoli","Serie A","2016",12,14,2,"Big5","Big5"
"4059","Filip Kostic","Left Winger",23,"VfB Stuttgart","2.Bundesliga","Hamburger SV","Bundesliga","2016",10,14,4,"Big5 B","Big5"
"4060","Ashley Williams","Centre-Back",31,"Swansea","Premier League","Everton","Premier League","2016",8,14,6,"Big5","Big5"
"4061","Timo Werner","Centre-Forward",20,"VfB Stuttgart","2.Bundesliga","RB Leipzig","Bundesliga","2016",8,14,6,"Big5 B","Big5"
"4062","Saido Berahino","Centre-Forward",23,"West Brom","Premier League","Stoke City","Premier League","2016",15,13.9,-1.1,"Big5","Big5"
"4063","Jeffrey Schlupp","Left-Back",24,"Leicester","Premier League","Crystal Palace","Premier League","2016",8,13.8,5.8,"Big5","Big5"
"4064","Roberto Soriano","Left Winger",25,"Sampdoria","Serie A","Villarreal CF","LaLiga","2016",14,13.75,-0.25,"Big5","Big5"
"4065","Leon Bailey","Left Winger",19,"KRC Genk","Jupiler Pro League","Bay. Leverkusen","Bundesliga","2016",12.5,13.5,1,"Europe","Big5"
"4066","Stevan Jovetic","Centre-Forward",27,"Man City","Premier League","Inter","Serie A","2016",10,13.5,3.5,"Big5","Big5"
"4067","Nathan Redmond","Left Winger",22,"Norwich","Championship","Southampton","Premier League","2016",7.5,13.5,6,"Big5 B","Big5"
"4068","Stephan El Shaarawy","Left Winger",23,"AC Milan","Serie A","AS Roma","Serie A","2016",17,13,-4,"Big5","Big5"
"4069","Roberto Pereyra","Attacking Midfield",25,"Juventus","Serie A","Watford","Premier League","2016",16,13,-3,"Big5","Big5"
"4070","Nicola Sansone","Left Winger",24,"Sassuolo","Serie A","Villarreal CF","LaLiga","2016",12,13,1,"Big5","Big5"
"4071","Jasper Cillessen","Goalkeeper",27,"AFC Ajax","Eredivisie","FC Barcelona","LaLiga","2016",12,13,1,"Europe","Big5"
"4072","Benjamin Mendy","Left-Back",21,"Marseille","Ligue 1","Monaco","Ligue 1","2016",6.5,13,6.5,"Big5","Big5"
"4073","Yannick Gerhardt","Left-Back",22,"1. FC K?ln","Bundesliga","VfL Wolfsburg","Bundesliga","2016",4.5,13,8.5,"Big5","Big5"
"4074","Jonathan Kodjia","Centre-Forward",26,"Bristol City","Championship","Aston Villa","Championship","2016",2.5,12.9,10.4,"Big5 B","Big5 B"
"4075","Fernando","Defensive Midfield",24,"Sampdoria","Serie A","Spartak Moscow","Russian Premier Liga","2016",11,12.5,1.5,"Big5","Europe"
"4076","Yunus Malli","Attacking Midfield",24,"1.FSV Mainz 05","Bundesliga","VfL Wolfsburg","Bundesliga","2016",10,12.5,2.5,"Big5","Big5"
"4077","Jannik Vestergaard","Centre-Back",23,"Werder Bremen","Bundesliga","Bor. M'gladbach","Bundesliga","2016",7,12.5,5.5,"Big5","Big5"
"4078","Yongpo Wang","Attacking Midfield",30,"SD Luneng","China Super League","TJ Quanjian","China Super League","2016",0.4,12.44,12.04,"Asia Africa","Asia Africa"
"4079","Riechedly Bazoer","Defensive Midfield",20,"AFC Ajax","Eredivisie","VfL Wolfsburg","Bundesliga","2016",15,12,-3,"Europe","Big5"
"4080","Manuel Lanzini","Attacking Midfield",23,"Al-Jazira","UAE Gulf League","West Ham","Premier League","2016",9,12,3,"Asia Africa","Big5"
"4081","Rapha?l Guerreiro","Left-Back",22,"FC Lorient","Ligue 1","Bor. Dortmund","Bundesliga","2016",9,12,3,"Big5","Big5"
"4082","Sebastian Rode","Central Midfield",25,"Bayern Munich ","Bundesliga","Bor. Dortmund","Bundesliga","2016",8,12,4,"Big5","Big5"
"4083","Maicon","Centre-Back",27,"FC Porto","Liga NOS","S?o Paulo","Serie A","2016",8,12,4,"Europe","Big5"
"4084","Brown Ideye","Centre-Forward",28,"Olympiacos","Greece Super League","TJ Teda","China Super League","2016",6,12,6,"Europe","Asia Africa"
"4085","Matt Ritchie","Right Midfield",26,"Bournemouth","Premier League","Newcastle","Championship","2016",6,12,6,"Big5","Big5 B"
"4086","Robert Snodgrass","Right Winger",29,"Hull City","Premier League","West Ham","Premier League","2016",5,12,7,"Big5","Big5"
"4087","Dwight Gayle","Centre-Forward",25,"Crystal Palace","Premier League","Newcastle","Championship","2016",3,12,9,"Big5","Big5 B"
